Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,3-Jan,PPA,CrsPA,Prog
Federico Fernández,ar ARG,DF,Newcastle Utd,32,1989,5.8,183,214,85.5,4199,1503,41,46,89.1,109,114,95.6,33,53,62.3,0,0.3,-0.3,1,12,0,0,8
Fernandinho,br BRA,MFDF,Manchester City,36,1985,10.7,730,806,90.6,14073,3643,284,303,93.7,338,358,94.4,97,129,75.2,1,0.9,0.1,10,84,19,1,59
Roberto Firmino,br BRA,FW,Liverpool,29,1991,11,393,501,78.4,5872,1288,223,252,88.5,129,170,75.9,21,29,72.4,4,2.4,1.6,18,27,11,1,35
Junior Firpo,es ESP,DF,Leeds United,24,1996,19,775,931,83.2,13329,4868,357,402,88.8,352,405,86.9,57,101,56.4,2,2.6,-0.6,24,60,18,7,74
Ashley Fletcher,eng ENG,FW,Watford,25,1995,0.3,3,9,33.3,74,28,0,6,0,2,2,100,1,1,100,0,0,0,0,2,0,0,1
Phil Foden,eng ENG,FW,Manchester City,21,2000,23.6,884,1096,80.7,14428,3061,502,553,90.8,285,339,84.1,80,153,52.3,5,6.4,-1.4,40,50,40,10,76
Wesley Fofana,fr FRA,DF,Leicester City,20,2000,7,452,504,89.7,9774,2380,108,115,93.9,255,274,93.1,84,104,80.8,0,0,0,2,24,0,0,15
Pablo Fornals,es ESP,FWMF,West Ham,25,1996,31.1,1036,1381,75,18935,6099,478,548,87.2,397,503,78.9,133,247,53.8,3,5.6,-2.6,47,108,53,11,162
Adam Forshaw,eng ENG,MF,Leeds United,29,1991,17,679,811,83.7,12641,3207,315,348,90.5,248,289,85.8,96,134,71.6,1,1.1,-0.1,13,59,8,0,61
Marcus Forss,fi FIN,FWMF,Brentford,22,1999,2.3,24,41,58.5,380,110,16,22,72.7,3,11,27.3,4,6,66.7,1,0,1,0,4,1,0,5
Fraser Forster,eng ENG,GK,Southampton,33,1988,19,347,596,58.2,12274,7980,44,45,97.8,146,150,97.3,156,399,39.1,0,0,0,0,8,0,0,0
Ben Foster,eng ENG,GK,Watford,38,1983,26,417,869,48,18636,14154,23,24,95.8,123,127,96.9,271,718,37.7,1,0.2,0.8,2,34,2,0,0
Tariqe Fosu,gh GHA,DF,Brentford,25,1995,0.2,6,8,75,110,13,2,2,100,3,4,75,1,2,50,0,0,0,0,0,0,0,1
Ryan Fraser,sct SCO,FWMF,Newcastle Utd,27,1994,16.3,333,478,69.7,5698,1783,177,209,84.7,107,157,68.2,40,92,43.5,3,2.2,0.8,25,16,22,13,26
Fred,br BRA,MF,Manchester Utd,28,1993,22.5,1123,1320,85.1,21081,5259,478,542,88.2,478,537,89,147,185,79.5,4,2,2,26,117,13,1,108
Ryan Fredericks,eng ENG,DF,West Ham,28,1992,3.4,114,147,77.6,1722,447,65,73,89,45,57,78.9,3,10,30,0,0.1,-0.1,2,2,2,1,4
Leo Fuhr Hjelde,no NOR,DF,Leeds United,17,2003,1.7,84,111,75.7,1317,504,47,55,85.5,30,35,85.7,6,14,42.9,0,0,0,1,4,0,0,5
Conor Gallagher,eng ENG,MF,Crystal Palace,21,2000,31.6,890,1167,76.3,16240,4059,408,469,87,339,418,81.1,118,223,52.9,3,3.5,-0.5,35,77,22,9,62
Alejandro Garnacho,es ESP,FW,Manchester Utd,17,2004,0.1,3,3,100,25,4,3,3,100,0,0,,0,0,,0,0,0,0,0,0,0,0
Dwight Gayle,eng ENG,FW,Newcastle Utd,30,1990,0.4,11,13,84.6,108,16,9,10,90,1,1,100,0,0,,0,0.5,-0.5,2,0,0,0,1
Jean-Philippe Gbamin,ci CIV,MF,Everton,25,1995,0.7,16,21,76.2,224,20,12,14,85.7,3,5,60,1,2,50,0,0,0,0,0,0,0,0
David de Gea,es ESP,GK,Manchester Utd,30,1990,38,646,911,70.9,18313,10583,124,125,99.2,292,300,97.3,225,479,47,0,0,0,0,1,0,0,0
Joe Gelhardt,eng ENG,FWMF,Leeds United,19,2002,8.3,105,156,67.3,1407,396,57,81,70.4,36,49,73.5,3,10,30,2,1.5,0.5,9,5,11,1,17
Anwar El Ghazi,nl NED,FWMF,Aston Villa,26,1995,4.3,82,115,71.3,1262,370,50,58,86.2,26,41,63.4,5,8,62.5,1,0.4,0.6,4,1,6,4,7
Anwar El Ghazi,nl NED,FW,Everton,26,1995,0.1,8,9,88.9,92,33,7,8,87.5,0,0,,1,1,100,0,0,0,0,0,0,0,0
Saman Ghoddos,ir IRN,DFMF,Brentford,27,1993,6,149,221,67.4,2633,840,77,106,72.6,47,64,73.4,21,40,52.5,1,1.2,-0.2,6,12,10,2,19
Dimitris Giannoulis,gr GRE,DF,Norwich City,25,1995,13,519,705,73.6,8685,3552,251,293,85.7,227,283,80.2,34,104,32.7,1,0.5,0.5,8,20,13,1,43
Morgan Gibbs-White,eng ENG,FWMF,Wolves,21,2000,0.1,7,10,70,74,28,5,6,83.3,1,1,100,0,1,0,0,0,0,0,1,0,0,1
Ben Gibson,eng ENG,DF,Norwich City,28,1993,27.7,1065,1304,81.7,24894,9439,257,281,91.5,569,626,90.9,233,377,61.8,0,0,0,2,83,9,0,78
Billy Gilmour,sct SCO,MF,Norwich City,20,2001,20.6,958,1200,79.8,20591,5428,344,384,89.6,387,439,88.2,208,338,61.5,1,2,-1,25,86,17,1,93
Ben Godfrey,eng ENG,DF,Everton,23,1998,22.5,605,788,76.8,11557,3925,216,257,84,307,380,80.8,70,122,57.4,0,0.7,-0.7,13,43,13,7,39
André Gomes,pt POR,MF,Everton,28,1993,6.9,213,279,76.3,3907,1130,94,112,83.9,85,100,85,27,48,56.3,1,0.2,0.8,4,27,4,0,21
Toti Gomes,pt POR,DF,Wolves,22,1999,4,142,191,74.3,2595,977,57,67,85.1,67,80,83.8,15,40,37.5,0,0,0,0,10,0,0,10
Joe Gomez,eng ENG,DF,Liverpool,24,1997,3.7,228,286,79.7,4481,1280,86,98,87.8,105,132,79.5,33,49,67.3,1,0.5,0.5,3,22,4,2,28
Charlie Goode,eng ENG,DF,Brentford,25,1995,5,190,300,63.3,4717,1455,35,53,66,97,140,69.3,57,99,57.6,0,0.3,-0.3,7,16,2,1,12
Anthony Gordon,eng ENG,MFFW,Everton,20,2001,25.4,503,754,66.7,8074,2353,271,340,79.7,165,220,75,45,132,34.1,2,3.3,-1.3,34,23,22,10,55
Kaide Gordon,eng ENG,FW,Liverpool,16,2004,0.1,4,4,100,50,0,2,2,100,0,0,,1,1,100,0,0,0,0,0,0,0,0
Dan Gosling,eng ENG,MF,Watford,31,1990,1.8,57,67,85.1,982,190,32,33,97,19,22,86.4,5,8,62.5,0,0,0,1,3,0,0,4
Demarai Gray,eng ENG,MFFW,Everton,25,1996,26,544,757,71.9,10219,2375,242,284,85.2,201,249,80.7,80,164,48.8,4,4.3,-0.3,41,23,25,7,45
Jack Grealish,eng ENG,FW,Manchester City,25,1995,21.3,830,960,86.5,12113,2309,499,546,91.4,261,290,90,45,59,76.3,3,6.3,-3.3,54,25,41,3,82
Mason Greenwood,eng ENG,FWMF,Manchester Utd,19,2001,14.1,397,504,78.8,7344,1629,185,214,86.4,164,195,84.1,43,75,57.3,1,1.6,-0.6,15,26,13,3,36
Sam Greenwood,eng ENG,MFFW,Leeds United,19,2002,2.6,60,85,70.6,1012,212,24,30,80,23,27,85.2,7,18,38.9,2,0.7,1.3,4,5,1,0,8
Pascal Groß,de GER,MFDF,Brighton,30,1991,22.6,979,1310,74.7,19355,5771,408,465,87.7,394,475,82.9,165,316,52.2,4,5.3,-1.3,60,81,35,12,103
Vicente Guaita,es ESP,GK,Crystal Palace,34,1987,29.5,763,972,78.5,20316,10376,197,198,99.5,325,328,99.1,229,434,52.8,0,0,0,0,2,0,0,0
Marc Guéhi,eng ENG,DF,Crystal Palace,21,2000,35.8,1991,2276,87.5,43302,14197,523,562,93.1,1158,1241,93.3,297,448,66.3,1,0.5,0.5,5,122,2,0,100
Bruno Guimarães,br BRA,MF,Newcastle Utd,23,1997,11.5,441,511,86.3,8515,1868,189,206,91.7,168,187,89.8,73,89,82,1,1.8,-0.8,13,41,14,4,34
İlkay Gündoğan,de GER,MF,Manchester City,30,1990,20.6,1161,1326,87.6,20384,4020,586,622,94.2,411,455,90.3,140,196,71.4,4,4.3,-0.3,37,79,27,2,85
Angus Gunn,eng ENG,GK,Norwich City,25,1996,9,197,298,66.1,6056,3178,47,48,97.9,66,67,98.5,83,181,45.9,0,0,0,0,1,0,0,0
Grant Hanley,sct SCO,DF,Norwich City,29,1991,32.2,1053,1242,84.8,22939,5649,279,316,88.3,554,601,92.2,203,297,68.4,0,0.2,-0.2,4,27,2,0,29
Jack Harrison,eng ENG,FWMF,Leeds United,24,1996,29.3,666,1020,65.3,10593,3834,378,473,79.9,212,317,66.9,55,143,38.5,1,2.6,-1.6,41,49,44,11,107
Kortney Hause,eng ENG,DF,Aston Villa,26,1995,4.4,162,206,78.6,3509,992,53,58,91.4,75,90,83.3,33,54,61.1,0,0,0,0,8,0,0,6
Kai Havertz,de GER,FWMF,Chelsea,22,1999,20.1,546,669,81.6,7476,1315,344,390,88.2,139,179,77.7,29,34,85.3,3,2,1,20,27,18,1,46
Isaac Hayden,eng ENG,MFDF,Newcastle Utd,26,1995,11.1,255,318,80.2,4657,912,111,130,85.4,114,134,85.1,28,41,68.3,0,0.1,-0.1,2,19,1,1,9
Hwang Hee-chan,kr KOR,FWMF,Wolves,25,1996,20.2,509,626,81.3,8382,1465,274,323,84.8,178,208,85.6,46,63,73,1,1.7,-0.7,16,27,14,0,41
Jordan Henderson,eng ENG,MF,Liverpool,31,1990,28.9,1846,2202,83.8,35046,8229,760,839,90.6,811,930,87.2,243,348,69.8,5,3.7,1.3,38,187,53,13,176
Jeff Hendrick,ie IRL,MF,Newcastle Utd,29,1992,0.8,24,27,88.9,452,30,10,11,90.9,11,11,100,3,4,75,0,0,0,1,2,0,0,1
Wayne Hennessey,wls WAL,GK,Burnley,34,1987,2,40,80,50,2119,1850,1,1,100,8,8,100,31,71,43.7,0,0.1,-0.1,3,5,0,0,0
Rico Henry,eng ENG,DF,Brentford,24,1997,30.8,868,1202,72.2,14321,4831,432,511,84.5,340,443,76.7,77,166,46.4,0,1.7,-1.7,18,50,25,13,78
Son Heung-min,kr KOR,FWMF,Tottenham,29,1992,33.4,933,1223,76.3,14512,3532,530,588,90.1,298,360,82.8,77,205,37.6,7,8.1,-1.1,71,35,45,4,76
Ki-Jana Hoever,nl NED,DF,Wolves,19,2002,3.4,113,159,71.1,1953,647,51,62,82.3,52,72,72.2,8,14,57.1,0,0,0,1,4,2,1,8
Pierre Højbjerg,dk DEN,MF,Tottenham,25,1995,35.5,2222,2485,89.4,42901,11016,885,956,92.6,1010,1095,92.2,296,384,77.1,2,2.5,-0.5,30,227,35,4,203
Rob Holding,eng ENG,DF,Arsenal,25,1995,9.4,418,474,88.2,8635,2113,118,129,91.5,239,253,94.5,57,84,67.9,0,0,0,0,17,0,0,14
Mason Holgate,eng ENG,DF,Everton,24,1996,23.7,564,803,70.2,13333,4394,147,181,81.2,271,344,78.8,137,260,52.7,1,0.1,0.9,2,40,2,0,38
Callum Hudson-Odoi,eng ENG,FWMF,Chelsea,20,2000,10.7,313,393,79.6,4959,1083,173,201,86.1,108,132,81.8,22,41,53.7,2,2.3,-0.3,24,9,20,5,31
Will Hughes,eng ENG,MF,Crystal Palace,26,1995,11.7,428,523,81.8,7907,1751,184,210,87.6,186,205,90.7,50,87,57.5,1,0.6,0.4,8,31,7,3,24
Adam Idah,ie IRL,FWMF,Norwich City,20,2001,6.9,96,142,67.6,1650,322,44,66,66.7,40,50,80,8,12,66.7,1,0.6,0.4,4,7,4,2,7
Kelechi Iheanacho,ng NGA,FW,Leicester City,24,1996,14,271,352,77,3929,819,153,183,83.6,89,107,83.2,15,31,48.4,5,2.7,2.3,17,16,14,2,32
Danny Ings,eng ENG,FW,Aston Villa,29,1992,21.1,258,380,67.9,3596,892,164,211,77.7,58,91,63.7,19,38,50,6,2,4,16,14,14,3,27
Tim Iroegbunam,eng ENG,MF,Aston Villa,18,2003,1,21,25,84,339,142,11,14,78.6,9,10,90,1,1,100,0,0,0,0,2,0,0,4
Alex Iwobi,ng NGA,MFDF,Everton,25,1996,22.6,606,785,77.2,10137,3650,314,357,88,203,259,78.4,65,119,54.6,2,2.8,-0.8,35,58,38,12,79
Daniel James,wls WAL,FWMF,Leeds United,23,1997,26.3,330,508,65,4978,1367,173,226,76.5,116,173,67.1,23,56,41.1,4,2.4,1.6,23,18,20,1,49
Daniel James,wls WAL,FW,Manchester Utd,23,1997,1.4,22,32,68.8,233,36,18,24,75,3,5,60,0,1,0,0,0,0,1,0,0,0,0
Reece James,eng ENG,DF,Chelsea,21,1999,20.7,1442,1667,86.5,24467,6328,717,768,93.4,571,646,88.4,133,192,69.3,9,5.7,3.3,47,74,49,13,120
Vitaly Janelt,de GER,MF,Brentford,23,1998,25.5,767,996,77,14487,4409,293,354,82.8,352,426,82.6,95,167,56.9,0,2.2,-2.2,20,77,19,3,96
Pontus Jansson,se SWE,DF,Brentford,30,1991,36.9,1188,1449,82,25071,6720,330,389,84.8,669,767,87.2,181,268,67.5,1,0.5,0.5,4,35,0,0,53
Mathias Jensen,dk DEN,MF,Brentford,25,1996,17.8,558,771,72.4,12401,3761,215,249,86.3,199,255,78,141,245,57.6,1,3.6,-2.6,37,67,26,12,69
Gabriel Jesus,br BRA,FW,Manchester City,24,1997,20.9,638,758,84.2,9337,1636,356,397,89.7,226,267,84.6,28,40,70,8,5.3,2.7,35,18,31,6,53
Raúl Jiménez,mx MEX,FW,Wolves,30,1991,29.2,557,779,71.5,8584,1779,334,430,77.7,156,205,76.1,45,78,57.7,4,2.7,1.3,33,38,18,4,50
João Pedro,br BRA,FWMF,Watford,19,2001,18.3,397,576,68.9,6697,1733,213,292,72.9,120,170,70.6,47,71,66.2,1,2.6,-1.6,17,41,21,4,56
Joelinton,br BRA,MFFW,Newcastle Utd,24,1996,28.4,745,941,79.2,11393,2869,415,493,84.2,250,311,80.4,51,73,69.9,1,1.8,-0.8,28,53,19,4,67
Ben Johnson,eng ENG,DF,West Ham,21,2000,15.5,528,758,69.7,10338,4128,220,252,87.3,217,296,73.3,80,168,47.6,0,0.8,-0.8,9,43,18,13,50
Curtis Jones,eng ENG,MF,Liverpool,20,2001,9.5,534,591,90.4,9150,1854,264,277,95.3,215,231,93.1,50,68,73.5,1,0.6,0.4,9,45,10,0,35
Phil Jones,eng ENG,DF,Manchester Utd,29,1992,1.8,71,79,89.9,1401,383,22,24,91.7,42,44,95.5,6,8,75,0,0,0,1,7,0,0,5
Mathias Jørgensen,dk DEN,DF,Brentford,31,1990,5.8,247,332,74.4,4847,2153,93,105,88.6,119,156,76.3,32,62,51.6,0,0.1,-0.1,2,15,3,3,17
Jorginho,it ITA,MF,Chelsea,29,1991,25.3,1664,1856,89.7,29444,7066,731,790,92.5,762,823,92.6,144,201,71.6,2,2.8,-0.8,25,160,35,0,140
Diogo Jota,pt POR,FW,Liverpool,24,1996,26.3,568,771,73.7,9120,2092,284,357,79.6,225,280,80.4,40,69,58,4,5.5,-1.5,37,50,31,2,71
James Justin,eng ENG,DF,Leicester City,23,1998,11.1,524,653,80.2,8398,2936,265,288,92,209,249,83.9,35,79,44.3,0,1,-1,9,26,9,3,40
Ozan Kabak,tr TUR,DF,Norwich City,21,2000,10.2,341,414,82.4,7111,2287,92,112,82.1,197,216,91.2,45,71,63.4,0,0,0,2,17,0,0,18
Christian Kabasele,be BEL,DF,Watford,30,1991,13.3,360,456,78.9,8264,2627,64,84,76.2,220,249,88.4,71,114,62.3,0,0,0,1,16,2,1,25
Samuel Kalu,ng NGA,FW,Watford,23,1997,2.5,54,65,83.1,804,194,35,36,97.2,12,16,75,5,11,45.5,0,0.2,-0.2,1,2,2,0,7
Hassane Kamara,ci CIV,DF,Watford,27,1994,18,636,905,70.3,10963,5092,289,342,84.5,286,368,77.7,48,142,33.8,0,0.4,-0.4,9,34,9,4,47
Harry Kane,eng ENG,FW,Tottenham,28,1993,35.9,659,952,69.2,13093,4065,287,372,77.2,234,314,74.5,120,189,63.5,9,9,0,49,91,41,8,117
N'Golo Kanté,fr FRA,MF,Chelsea,30,1991,19.7,1117,1282,87.1,18459,4685,569,629,90.5,437,495,88.3,87,111,78.4,4,2.3,1.7,23,101,30,0,117
Edo Kayembe,cd COD,MF,Watford,23,1998,8.9,365,428,85.3,7407,1788,144,158,91.1,151,169,89.3,67,85,78.8,0,0.3,-0.3,6,29,3,0,34
Moise Kean,it ITA,FW,Everton,21,2000,0,1,1,100,17,0,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0
Michael Keane,eng ENG,DF,Everton,28,1993,31,896,1154,77.6,21069,7053,264,311,84.9,402,473,85,221,350,63.1,2,0.6,1.4,4,76,5,0,73
Naby Keïta,gn GUI,MF,Liverpool,26,1995,13,651,759,85.8,10374,2763,331,364,90.9,256,290,88.3,40,57,70.2,1,1.6,-0.6,16,61,22,0,78
Caoimhín Kelleher,ie IRL,GK,Liverpool,22,1998,2,81,90,90,1869,742,17,17,100,50,50,100,14,23,60.9,0,0,0,0,0,0,0,0
Kenedy,br BRA,DF,Chelsea,25,1996,0.6,38,49,77.6,637,193,17,21,81,18,20,90,2,5,40,1,0.9,0.1,2,1,4,0,7
Jonjoe Kenny,eng ENG,DF,Everton,24,1997,11.3,352,473,74.4,6446,2833,166,183,90.7,139,188,73.9,44,85,51.8,1,0.5,0.5,11,31,9,6,31
Max Kilman,eng ENG,DF,Wolves,24,1997,29.9,1279,1476,86.7,26905,9568,410,449,91.3,655,711,92.1,206,297,69.4,0,0,0,2,90,3,0,92
Joshua King,no NOR,FW,Watford,29,1992,25,387,524,73.9,5865,1126,210,261,80.5,146,200,73,19,28,67.9,3,3.2,-0.2,35,26,13,2,30
Kristoffer Klaesson,no NOR,GK,Leeds United,20,2000,0.4,9,11,81.8,250,164,2,2,100,3,3,100,4,6,66.7,0,0,0,0,0,0,0,0
Mateusz Klich,pl POL,MF,Leeds United,31,1990,23,786,1004,78.3,12287,3652,427,482,88.6,264,331,79.8,57,121,47.1,2,2.2,-0.2,30,69,25,3,93
Robin Koch,de GER,MFDF,Leeds United,25,1996,17.5,531,681,78,10668,3199,175,214,81.8,266,316,84.2,79,121,65.3,0,0.5,-0.5,6,33,6,0,37
Sead Kolašinac,ba BIH,DF,Arsenal,28,1993,1,10,13,76.9,167,64,4,4,100,5,8,62.5,1,1,100,0,0,0,0,1,0,0,0
Ibrahima Konaté,fr FRA,DF,Liverpool,22,1999,11,655,728,90,13686,4843,171,186,91.9,386,407,94.8,91,120,75.8,0,0.1,-0.1,1,50,5,0,48
Ezri Konsa,eng ENG,DF,Aston Villa,23,1997,27.5,850,971,87.5,16866,5122,261,286,91.3,464,497,93.4,111,166,66.9,0,0.3,-0.3,4,26,0,0,33
Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,31,1989,21.9,657,789,83.3,11232,2837,297,346,85.8,278,327,85,61,86,70.9,1,0.7,0.3,4,40,3,1,43
Mateo Kovačić,hr CRO,MF,Chelsea,27,1994,17.3,1065,1193,89.3,19713,4484,451,488,92.4,468,509,91.9,127,166,76.5,5,3.6,1.4,26,120,26,1,113
Emil Krafth,se SWE,DF,Newcastle Utd,26,1994,18.2,555,760,73,9088,4137,272,308,88.3,212,292,72.6,48,110,43.6,1,0.8,0.2,5,40,8,1,53
Alex Král,cz CZE,MF,West Ham,23,1998,0,0,2,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0
Tim Krul,nl NED,GK,Norwich City,33,1988,29,730,1057,69.1,23374,13073,90,92,97.8,309,313,98.7,329,649,50.7,0,0.4,-0.4,2,6,1,0,1
Juraj Kucka,sk SVK,MF,Watford,34,1987,21.3,488,697,70,8569,2583,243,305,79.7,173,240,72.1,57,108,52.8,1,0.9,0.1,10,36,8,2,57
Dejan Kulusevski,se SWE,MFFW,Tottenham,21,2000,14,389,464,83.8,5908,1278,225,243,92.6,139,164,84.8,18,30,60,8,3.5,4.5,26,19,24,7,37
Alexandre Lacazette,fr FRA,FWMF,Arsenal,30,1991,19.8,350,456,76.8,4810,993,217,266,81.6,87,119,73.1,21,32,65.6,7,2,5,24,30,20,1,37
Adam Lallana,eng ENG,MF,Brighton,33,1988,17.3,831,950,87.5,13088,2768,454,497,91.3,305,334,91.3,52,78,66.7,1,0.7,0.3,8,61,18,0,59
Tariq Lamptey,eng ENG,DFFW,Brighton,20,2000,17.3,607,787,77.1,9156,2089,340,387,87.9,225,283,79.5,27,67,40.3,2,2.2,-0.2,21,18,21,14,43
Manuel Lanzini,ar ARG,MFFW,West Ham,28,1993,19.8,1103,1217,90.6,17841,4249,583,613,95.1,402,443,90.7,91,120,75.8,3,2.2,0.8,23,85,24,2,86
Aymeric Laporte,es ESP,DF,Manchester City,27,1994,31.4,2703,2853,94.7,58451,16557,757,788,96.1,1450,1497,96.9,482,549,87.8,0,0.5,-0.5,9,316,11,1,198
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,27,1993,22.9,508,667,76.2,10831,3131,125,164,76.2,298,350,85.1,75,136,55.1,0,0.3,-0.3,2,18,2,0,22
Pierre Lees-Melou,fr FRA,MF,Norwich City,28,1993,25.2,817,1033,79.1,16023,4458,370,427,86.7,284,333,85.3,144,219,65.8,0,1.7,-1.7,25,81,28,9,99
Aaron Lennon,eng ENG,MF,Burnley,34,1987,17.2,254,384,66.1,3762,862,159,199,79.9,73,106,68.9,17,45,37.8,0,0.5,-0.5,10,9,5,2,17
Bernd Leno,de GER,GK,Arsenal,29,1992,4,72,111,64.9,2043,1251,20,20,100,24,24,100,26,65,40,0,0,0,0,1,0,0,0
Jamal Lewis,nir NIR,DF,Newcastle Utd,23,1998,2.9,81,103,78.6,1454,521,35,39,89.7,31,38,81.6,13,22,59.1,0,0,0,1,4,0,0,4
Victor Lindelöf,se SWE,DF,Manchester Utd,27,1994,26.2,1164,1295,89.9,24598,7163,344,368,93.5,627,664,94.4,182,241,75.5,2,0.5,1.5,3,73,8,0,59
Jesse Lingard,eng ENG,FWMF,Manchester Utd,28,1992,4.1,132,155,85.2,1872,481,74,79,93.7,40,49,81.6,8,13,61.5,0,0.4,-0.4,8,15,3,0,9
Valentino Livramento,eng ENG,DF,Southampton,18,2002,24.5,883,1155,76.5,14457,5498,486,546,89,318,427,74.5,70,140,50,1,2.3,-1.3,19,40,24,10,80
Diego Llorente,es ESP,DF,Leeds United,27,1993,26,1107,1343,82.4,24613,7275,251,287,87.5,651,717,90.8,193,305,63.3,0,0.1,-0.1,2,69,5,0,69
Hugo Lloris,fr FRA,GK,Tottenham,34,1986,38,746,943,79.1,20372,11588,197,199,99,290,293,99,249,441,56.5,0,0.5,-0.5,3,16,0,0,0
Giovani Lo Celso,ar ARG,MFFW,Tottenham,25,1996,2.6,117,148,79.1,1855,340,63,69,91.3,28,36,77.8,16,22,72.7,0,0.6,-0.6,5,14,1,0,6
Jürgen Locadia,nl NED,FW,Brighton,27,1993,0.3,2,3,66.7,43,0,0,0,,2,2,100,0,0,,0,0,0,0,0,0,0,0
Ruben Loftus-Cheek,eng ENG,MFDF,Chelsea,25,1996,15.5,877,968,90.6,15040,3092,402,430,93.5,392,429,91.4,68,81,84,2,1.9,0.1,16,71,20,0,79
Kevin Long,ie IRL,DF,Burnley,30,1990,4.6,80,98,81.6,1912,599,20,23,87,39,44,88.6,21,28,75,0,0,0,0,1,0,0,1
Shane Long,ie IRL,FW,Southampton,34,1987,3.4,46,75,61.3,492,127,34,53,64.2,8,13,61.5,0,1,0,0,0.1,-0.1,2,3,2,0,7
Sean Longstaff,eng ENG,MF,Newcastle Utd,23,1997,16.3,491,606,81,9524,2351,203,238,85.3,191,218,87.6,77,116,66.4,1,0.7,0.3,6,40,4,0,37
Ademola Lookman,ng NGA,FWMF,Leicester City,23,1997,16.1,418,536,78,5738,1512,266,305,87.2,121,155,78.1,16,33,48.5,0,1.9,-1.9,22,23,22,4,49
Jonas Lössl,dk DEN,GK,Brentford,32,1989,2,44,62,71,1361,781,7,7,100,17,17,100,19,37,51.4,0,0,0,0,2,0,0,1
Imran Louza,ma MAR,MF,Watford,22,1999,15.7,536,716,74.9,10967,3325,204,244,83.6,227,270,84.1,97,182,53.3,0,1,-1,17,60,7,1,53
Matthew Lowton,eng ENG,DF,Burnley,32,1989,19.7,598,871,68.7,11984,5696,287,325,88.3,196,268,73.1,109,242,45,2,1.3,0.7,14,61,21,8,80
Douglas Luiz,br BRA,MF,Aston Villa,23,1998,30.2,1246,1495,83.3,23908,6485,493,549,89.8,541,613,88.3,186,289,64.4,3,2.5,0.5,36,88,20,2,101
Romelu Lukaku,be BEL,FW,Chelsea,28,1993,17.7,234,320,73.1,2993,430,151,185,81.6,56,82,68.3,10,17,58.8,0,3,-3,21,7,9,0,16
Lyanco,br BRA,DF,Southampton,24,1997,10.1,277,369,75.1,6108,2109,75,84,89.3,152,173,87.9,48,106,45.3,0,0.1,-0.1,3,22,2,0,19
Alexis Mac Allister,ar ARG,MFFW,Brighton,22,1998,23.6,872,1077,81,16380,4274,393,456,86.2,341,379,90,123,193,63.7,2,1.5,0.5,27,99,27,2,108
James Maddison,eng ENG,MFFW,Leicester City,24,1996,27.3,777,1075,72.3,14931,4401,329,392,83.9,316,387,81.7,119,249,47.8,8,4.8,3.2,43,79,35,5,104
Harry Maguire,eng ENG,DF,Manchester Utd,28,1993,27.9,1320,1512,87.3,29868,8946,346,378,91.5,687,747,92,277,368,75.3,0,0.2,-0.2,3,125,2,0,86
Riyad Mahrez,dz ALG,FW,Manchester City,30,1991,16.6,767,929,82.6,13516,2654,377,422,89.3,299,345,86.7,84,143,58.7,5,3.7,1.3,41,20,39,6,61
Ainsley Maitland-Niles,eng ENG,MF,Arsenal,23,1997,3,105,136,77.2,1923,603,48,59,81.4,47,55,85.5,10,19,52.6,0,0.3,-0.3,3,12,3,0,13
Sadio Mané,sn SEN,FW,Liverpool,29,1992,31.3,819,1091,75.1,13609,2896,424,510,83.1,291,390,74.6,83,109,76.1,2,4.4,-2.4,36,59,54,6,103
Javier Manquillo,es ESP,DF,Newcastle Utd,27,1994,14,298,406,73.4,4242,1731,175,203,86.2,94,132,71.2,15,42,35.7,2,0.3,1.7,4,14,2,0,17
Fernando Marçal,br BRA,DF,Wolves,32,1989,16.1,677,870,77.8,11769,4012,313,351,89.2,303,368,82.3,53,114,46.5,0,0.7,-0.7,10,28,8,5,50
Solly March,eng ENG,DFFW,Brighton,27,1994,19.4,552,765,72.2,10439,2801,268,325,82.5,194,262,74,77,138,55.8,2,2.7,-0.7,35,28,33,10,55
Pablo Marí,es ESP,DF,Arsenal,27,1993,2,78,86,90.7,1640,531,23,26,88.5,40,41,97.6,14,17,82.4,0,0.1,-0.1,1,9,0,0,8
Anthony Martial,fr FRA,FW,Manchester Utd,25,1995,2.4,66,85,77.6,984,236,36,45,80,28,33,84.8,2,4,50,0,0.1,-0.1,1,2,4,0,8
Martinelli,br BRA,FWMF,Arsenal,20,2001,20.7,453,612,74,7430,1415,228,272,83.8,174,218,79.8,39,83,47,6,3.3,2.7,34,11,16,5,31
Emiliano Martínez,ar ARG,GK,Aston Villa,28,1992,36,781,1081,72.2,23521,13735,151,152,99.3,338,341,99.1,288,583,49.4,0,0,0,0,13,0,0,0
Adam Masina,ma MAR,DF,Watford,27,1994,12,380,540,70.4,8031,3644,110,128,85.9,194,245,79.2,70,154,45.5,1,0.7,0.3,8,27,7,5,32
