Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Edouard Mendy,sn SEN,GK,Chelsea,29,1992,34,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Nampalys Mendy,sn SEN,MF,Leicester City,29,1992,11.5,0,1,1,100,0.09,0.09,0,0,25.3,0,0,0,0,0,0.02,0,0
Illan Meslier,fr FRA,GK,Leeds United,21,2000,37.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Luka Milivojević,rs SRB,MF,Crystal Palace,30,1991,8.6,0,8,0,0,0.93,0,0,,26.6,4,0,0,0.2,0.2,0.03,-0.2,-0.2
James Milner,eng ENG,MFDF,Liverpool,35,1986,9.5,0,10,2,20,1.06,0.21,0,0,22.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Yerry Mina,co COL,DF,Everton,26,1994,9.4,0,6,1,16.7,0.64,0.11,0,0,9.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Takumi Minamino,jp JPN,FWMF,Liverpool,26,1995,2.1,3,7,4,57.1,3.39,1.94,0.43,0.75,13.5,0,0,0,1.8,1.8,0.26,1.2,1.2
Tyrone Mings,eng ENG,DF,Aston Villa,28,1993,35.4,1,21,5,23.8,0.59,0.14,0.05,0.2,12.4,0,0,0,1.4,1.4,0.07,-0.4,-0.4
Tyrick Mitchell,eng ENG,DF,Crystal Palace,21,1999,34.5,0,5,1,20,0.15,0.03,0,0,15.4,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Jakub Moder,pl POL,MFFW,Brighton,22,1999,18.9,0,28,6,21.4,1.48,0.32,0,0,16.5,2,0,0,2.5,2.5,0.09,-2.5,-2.5
Wesley Moraes,br BRA,FW,Aston Villa,24,1996,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Tyler Morton,eng ENG,MF,Liverpool,18,2002,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Mason Mount,eng ENG,MFFW,Chelsea,22,1999,26.3,11,75,27,36,2.86,1.03,0.13,0.37,17.6,6,1,1,8.9,8.1,0.11,2.1,1.9
Lucas Moura,br BRA,FWMF,Tottenham,28,1992,19.7,2,38,11,28.9,1.93,0.56,0.05,0.18,15.6,0,0,0,3.7,3.7,0.1,-1.7,-1.7
João Moutinho,pt POR,MF,Wolves,34,1986,33,2,20,7,35,0.61,0.21,0.1,0.29,23.7,4,0,0,1,1,0.05,1,1
Bali Mumba,eng ENG,DF,Norwich City,19,2001,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Jacob Murphy,eng ENG,FWDF,Newcastle Utd,26,1995,16.4,1,28,6,21.4,1.71,0.37,0.04,0.17,19.7,1,0,0,2.9,2.9,0.1,-1.9,-1.9
Enock Mwepu,zm ZAM,MFFW,Brighton,23,1998,11.1,2,19,8,42.1,1.72,0.72,0.11,0.25,19.6,0,0,0,1.9,1.9,0.1,0.1,0.1
Vitaliy Mykolenko,ua UKR,DF,Everton,22,1999,11.7,1,8,2,25,0.68,0.17,0.13,0.5,18.3,0,0,0,0.8,0.8,0.1,0.2,0.2
Marvelous Nakamba,zw ZIM,MF,Aston Villa,27,1994,10,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Wilfred Ndidi,ng NGA,MFDF,Leicester City,24,1996,18,0,15,4,26.7,0.83,0.22,0,0,18,0,0,0,1,1,0.07,-1,-1
Tanguy Ndombele,fr FRA,MF,Tottenham,24,1996,5.4,1,9,3,33.3,1.67,0.56,0.11,0.33,17.3,0,0,0,0.5,0.5,0.05,0.5,0.5
Reiss Nelson,eng ENG,FW,Arsenal,21,1999,0.2,0,1,0,0,4.5,0,0,,18,0,0,0,0,0,0.04,0,0
Pedro Neto,pt POR,FWMF,Wolves,21,2000,5.2,1,17,4,23.5,3.28,0.77,0.06,0.25,18.7,2,0,0,1.5,1.5,0.09,-0.5,-0.5
Rúben Neves,pt POR,MF,Wolves,24,1997,29.6,4,42,16,38.1,1.42,0.54,0.1,0.25,26,4,0,0,1.2,1.2,0.03,2.8,2.8
Jeremy Ngakia,eng ENG,DF,Watford,20,2000,10,0,5,0,0,0.5,0,0,,26.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Saúl Ñíguez,es ESP,MFDF,Chelsea,26,1994,5.3,0,5,1,20,0.94,0.19,0,0,21.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Eddie Nketiah,eng ENG,FW,Arsenal,22,1999,9.3,5,28,12,42.9,3.02,1.29,0.18,0.42,14.2,0,0,0,4.6,4.6,0.17,0.4,0.4
Nicolas Nkoulou,cm CMR,DF,Watford,31,1990,1.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Mark Noble,eng ENG,MF,West Ham,34,1987,3.7,1,0,0,,0,0,,,,0,1,2,1.5,0,,-0.5,0
Christian Nørgaard,dk DEN,MF,Brentford,27,1994,33.9,3,27,8,29.6,0.8,0.24,0.11,0.38,13.1,0,0,0,3.2,3.2,0.12,-0.2,-0.2
Mathias Normann,no NOR,MF,Norwich City,25,1996,18.3,1,26,5,19.2,1.42,0.27,0.04,0.2,26.6,6,0,0,1,1,0.04,0,0
Martin Ødegaard,no NOR,MF,Arsenal,22,1998,30.9,7,53,21,39.6,1.71,0.68,0.13,0.33,20.1,12,0,0,4.8,4.8,0.09,2.2,2.2
Angelo Ogbonna,it ITA,DF,West Ham,33,1988,10.2,1,3,1,33.3,0.29,0.1,0.33,1,11.1,0,0,0,0.3,0.3,0.09,0.7,0.7
Michael Olise,fr FRA,FWMF,Crystal Palace,19,2001,12.7,2,19,10,52.6,1.5,0.79,0.11,0.2,17.2,2,0,0,1.4,1.4,0.07,0.6,0.6
Robin Olsen,se SWE,GK,Aston Villa,31,1990,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Andrew Omobamidele,ie IRL,DF,Norwich City,19,2002,4.2,1,2,1,50,0.47,0.24,0.5,1,6.5,0,0,0,0.4,0.4,0.19,0.6,0.6
Tyler Onyango,eng ENG,MFFW,Everton,18,2003,0.3,0,1,0,0,3.21,0,0,,11,0,0,0,0,0,0.03,0,0
Frank Onyeka,ng NGA,MF,Brentford,23,1998,11.6,0,16,5,31.3,1.38,0.43,0,0,17.5,0,0,0,1.1,1.1,0.07,-1.1,-1.1
Divock Origi,be BEL,FW,Liverpool,26,1995,1.5,3,10,5,50,6.77,3.38,0.3,0.6,13.9,0,0,0,1.6,1.6,0.16,1.4,1.4
Alex Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,27,1993,8.7,2,21,3,14.3,2.41,0.34,0.1,0.67,20.3,0,0,0,1.2,1.2,0.06,0.8,0.8
Cole Palmer,eng ENG,FWMF,Manchester City,19,2002,1.4,0,4,1,25,2.93,0.73,0,0,20.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Emerson Palmieri,it ITA,DF,Chelsea,26,1994,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Thomas Partey,gh GHA,MF,Arsenal,28,1993,22.5,2,44,9,20.5,1.95,0.4,0.05,0.22,21.1,2,0,0,2.5,2.5,0.06,-0.5,-0.5
Nicolas Pépé,ci CIV,FWMF,Arsenal,26,1995,7.7,1,23,7,30.4,2.97,0.91,0.04,0.14,15.2,3,0,0,2.9,2.9,0.13,-1.9,-1.9
Ricardo Pereira,pt POR,DF,Leicester City,27,1993,11,1,10,2,20,0.91,0.18,0.1,0.5,16.3,0,0,0,0.7,0.7,0.07,0.3,0.3
Ayoze Pérez,es ESP,MFFW,Leicester City,28,1993,4.9,2,11,6,54.5,2.22,1.21,0.18,0.33,15,0,0,0,1.5,1.5,0.14,0.5,0.5
Sonny Perkins,eng ENG,FW,West Ham,17,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Romain Perraud,fr FRA,DF,Southampton,23,1997,18,0,19,3,15.8,1.05,0.17,0,0,20.3,0,0,0,0.9,0.9,0.05,-0.9,-0.9
Kalvin Phillips,eng ENG,MF,Leeds United,25,1995,17.7,0,15,3,20,0.85,0.17,0,0,23.9,1,0,0,0.6,0.6,0.04,-0.6,-0.6
Jaden Philogene Bidace,eng ENG,FW,Aston Villa,19,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Jordan Pickford,eng ENG,GK,Everton,27,1994,35,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Erik Pieters,nl NED,DF,Burnley,32,1988,8.1,0,7,0,0,0.86,0,0,,23.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Ethan Pinnock,jm JAM,DF,Brentford,28,1993,29.9,1,18,8,44.4,0.6,0.27,0.06,0.13,9,0,0,0,1.5,1.5,0.08,-0.5,-0.5
Przemysław Płacheta,pl POL,FWMF,Norwich City,23,1998,5.6,0,8,7,87.5,1.43,1.25,0,0,16.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Daniel Podence,pt POR,FWMF,Wolves,25,1995,16.5,2,35,15,42.9,2.12,0.91,0.06,0.13,21.7,1,0,0,1.9,1.9,0.06,0.1,0.1
Paul Pogba,fr FRA,MFFW,Manchester Utd,28,1993,15,1,32,8,25,2.13,0.53,0.03,0.13,17.3,0,0,0,2.4,2.4,0.08,-1.4,-1.4
Nick Pope,eng ENG,GK,Burnley,29,1992,36,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Isaac Price,nir NIR,MF,Everton,17,2003,0.2,0,1,0,0,6.43,0,0,,7.8,0,0,0,0.2,0.2,0.16,-0.2,-0.2
Teemu Pukki,fi FIN,FW,Norwich City,31,1990,36.1,11,68,24,35.3,1.88,0.66,0.12,0.33,14.9,0,3,3,11.5,9.2,0.14,-0.5,-1.2
Christian Pulisic,us USA,MFFW,Chelsea,22,1998,14.3,6,28,11,39.3,1.95,0.77,0.21,0.55,12.9,0,0,0,5.1,5.1,0.18,0.9,0.9
Jesuran Rak Sakyi,eng ENG,FWMF,Crystal Palace,18,2002,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Aaron Ramsdale,eng ENG,GK,Arsenal,23,1998,34,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Jacob Ramsey,eng ENG,MF,Aston Villa,20,2001,27.4,6,34,11,32.4,1.24,0.4,0.18,0.55,17.8,0,0,0,3.8,3.8,0.11,2.2,2.2
Raphinha,br BRA,FWMF,Leeds United,24,1996,32.4,11,85,21,24.7,2.62,0.65,0.08,0.33,20.2,10,4,4,11.3,8.2,0.1,-0.3,-1.2
Marcus Rashford,eng ENG,FWMF,Manchester Utd,23,1997,13.7,4,22,12,54.5,1.6,0.87,0.18,0.33,17.5,1,0,0,2.4,2.4,0.11,1.6,1.6
Milot Rashica,xk KVX,FWMF,Norwich City,25,1996,24.8,1,45,16,35.6,1.82,0.65,0.02,0.06,21.4,7,0,0,2.6,2.6,0.06,-1.6,-1.6
David Raya,es ESP,GK,Brentford,25,1995,24,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Nathan Redmond,eng ENG,MFFW,Southampton,27,1994,20.4,1,25,9,36,1.23,0.44,0.04,0.11,20,1,0,0,1.9,1.9,0.08,-0.9,-0.9
Sergio Reguilón,es ESP,DF,Tottenham,24,1996,21.3,2,21,9,42.9,0.99,0.42,0.1,0.22,14.9,0,0,0,3,3,0.14,-1,-1
Declan Rice,eng ENG,MF,West Ham,22,1999,35.3,1,26,8,30.8,0.74,0.23,0.04,0.13,21.7,1,0,0,1.1,1.1,0.04,-0.1,-0.1
Taylor Richards,eng ENG,MFFW,Brighton,20,2000,0.3,0,1,0,0,3.6,0,0,,24,0,0,0,0,0,0.04,0,0
Richarlison,br BRA,FWMF,Everton,24,1997,28,10,70,20,28.6,2.5,0.71,0.1,0.35,15.8,2,3,3,10.2,7.9,0.11,-0.2,-0.9
Jaïro Riedewald,nl NED,MF,Crystal Palace,24,1996,1.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Matt Ritchie,sct SCO,DF,Newcastle Utd,31,1989,14.9,0,10,3,30,0.67,0.2,0,0,22,1,0,0,0.4,0.4,0.04,-0.4,-0.4
Connor Roberts,wls WAL,DF,Burnley,25,1995,18.8,1,6,4,66.7,0.32,0.21,0.17,0.25,21.3,0,0,0,0.2,0.2,0.04,0.8,0.8
Tyler Roberts,wls WAL,MFFW,Leeds United,22,1999,11,1,30,12,40,2.74,1.09,0.03,0.08,18.5,0,0,0,2.4,2.4,0.08,-1.4,-1.4
Andrew Robertson,sct SCO,DF,Liverpool,27,1994,28.2,3,18,8,44.4,0.64,0.28,0.17,0.38,17.2,0,0,0,1.9,1.9,0.1,1.1,1.1
Joe Rodon,wls WAL,DF,Tottenham,23,1997,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Rodri,es ESP,MF,Manchester City,25,1996,32,7,45,14,31.1,1.4,0.44,0.16,0.5,18.2,0,0,0,2.6,2.6,0.06,4.4,4.4
Rodrigo,es ESP,MFFW,Leeds United,30,1991,25.2,6,48,17,35.4,1.91,0.68,0.1,0.29,18,0,1,1,4.9,4.1,0.09,1.1,0.9
Jay Rodriguez,eng ENG,FW,Burnley,32,1989,15.4,2,41,11,26.8,2.67,0.72,0.05,0.18,14.2,0,0,0,4.7,4.7,0.11,-2.7,-2.7
Mads Roerslev,dk DEN,DF,Brentford,22,1999,13.8,1,5,2,40,0.36,0.15,0.2,0.5,17.5,0,0,0,0.3,0.3,0.06,0.7,0.7
Cristian Romero,ar ARG,DF,Tottenham,23,1998,20.5,1,6,2,33.3,0.29,0.1,0.17,0.5,13.3,0,0,0,0.7,0.7,0.11,0.3,0.3
Oriol Romeu,es ESP,MF,Southampton,29,1991,32.1,2,25,4,16,0.78,0.12,0.08,0.5,20.9,0,0,0,1.3,1.3,0.05,0.7,0.7
Cristiano Ronaldo,pt POR,FW,Manchester Utd,36,1985,27.3,18,108,39,36.1,3.96,1.43,0.14,0.38,15,8,3,3,16.5,14.2,0.13,1.5,0.8
Salomón Rondón,ve VEN,FW,Everton,31,1989,8.8,1,21,6,28.6,2.39,0.68,0.05,0.17,11.6,0,0,0,2.2,2.2,0.1,-1.2,-1.2
Danny Rose,eng ENG,DF,Watford,31,1990,7.7,0,4,1,25,0.52,0.13,0,0,19.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Jon Rowe,eng ENG,FWMF,Norwich City,18,2003,2.5,0,3,2,66.7,1.21,0.81,0,0,15.6,0,0,0,0.4,0.4,0.13,-0.4,-0.4
John Ruddy,eng ENG,GK,Wolves,34,1986,1.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Antonio Rüdiger,de GER,DF,Chelsea,28,1993,33.7,3,48,13,27.1,1.42,0.39,0.06,0.23,19.5,0,0,0,2.8,2.8,0.06,0.2,0.2
Lukas Rupp,de GER,MF,Norwich City,30,1991,8.5,0,12,2,16.7,1.4,0.23,0,0,19.4,0,0,0,0.7,0.7,0.06,-0.7,-0.7
José Sá,pt POR,GK,Wolves,28,1993,36.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,24,1997,31.2,5,64,26,40.6,2.05,0.83,0.08,0.19,19,0,0,0,5.1,5.1,0.08,-0.1,-0.1
Romain Saïss,ma MAR,DF,Wolves,31,1990,30.1,2,18,6,33.3,0.6,0.2,0.11,0.33,11.8,1,0,0,2.7,2.7,0.15,-0.7,-0.7
Bukayo Saka,eng ENG,FWMF,Arsenal,19,2001,33.1,11,95,29,30.5,2.87,0.88,0.09,0.31,16.9,0,2,2,9.7,8.2,0.09,1.3,0.8
Mohamed Salah,eg EGY,FW,Liverpool,29,1992,30.7,23,134,49,36.6,4.37,1.6,0.13,0.37,15.5,1,5,6,21.8,17.1,0.13,1.2,0.9
Mohammed Salisu,gh GHA,DF,Southampton,22,1999,33,0,25,8,32,0.76,0.24,0,0,11,0,0,0,1.8,1.8,0.07,-1.8,-1.8
Albert Sambi Lokonga,be BEL,MF,Arsenal,21,1999,12.6,0,20,8,40,1.59,0.63,0,0,25,0,0,0,0.6,0.6,0.03,-0.6,-0.6
Davinson Sánchez,co COL,DF,Tottenham,25,1996,18.1,2,13,3,23.1,0.72,0.17,0.15,0.67,8.1,0,0,0,2.1,2.1,0.16,-0.1,-0.1
Robert Sánchez,es ESP,GK,Brighton,23,1997,37,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Jadon Sancho,eng ENG,FWMF,Manchester Utd,21,2000,21.1,3,26,9,34.6,1.23,0.43,0.12,0.33,14.6,0,0,0,3.3,3.3,0.13,-0.3,-0.3
Morgan Sanson,fr FRA,MF,Aston Villa,26,1994,4,0,1,0,0,0.25,0,0,,33.8,0,0,0,0,0,0.01,0,0
Samir Santos,br BRA,DF,Watford,26,1994,18.6,0,8,2,25,0.43,0.11,0,0,11.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Josh Sargent,us USA,FWMF,Norwich City,21,2000,17.5,2,26,2,7.7,1.49,0.11,0.08,1,15.3,0,0,0,2.8,2.8,0.11,-0.8,-0.8
Jeremy Sarmiento,ec ECU,FWMF,Brighton,19,2002,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Ismaila Sarr,sn SEN,FWMF,Watford,23,1998,20.7,5,38,15,39.5,1.84,0.73,0.13,0.33,18.2,0,0,1,4.3,3.5,0.09,0.7,1.5
Malang Sarr,fr FRA,DF,Chelsea,22,1999,6.1,0,1,0,0,0.16,0,0,,21.5,0,0,0,0,0,0.05,0,0
Dane Scarlett,eng ENG,MF,Tottenham,17,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Fabian Schär,ch SUI,DF,Newcastle Utd,29,1991,24,2,20,6,30,0.83,0.25,0.1,0.33,16.9,3,0,0,1.3,1.3,0.07,0.7,0.7
Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,28,1992,20.6,4,33,9,27.3,1.6,0.44,0.12,0.44,13.4,0,0,0,3.2,3.2,0.1,0.8,0.8
Kasper Schmeichel,dk DEN,GK,Leicester City,34,1986,37,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Ken Sema,se SWE,MFFW,Watford,27,1993,9.5,0,3,1,33.3,0.32,0.11,0,0,21.1,1,0,0,0.2,0.2,0.06,-0.2,-0.2
Nélson Semedo,pt POR,DF,Wolves,27,1993,23.7,0,19,4,21.1,0.8,0.17,0,0,20.3,0,0,0,1.4,1.4,0.07,-1.4,-1.4
Ryan Sessegnon,eng ENG,DF,Tottenham,21,2000,11.6,0,6,1,16.7,0.52,0.09,0,0,13.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Jamie Shackleton,eng ENG,DFMF,Leeds United,21,1999,7.9,0,4,1,25,0.51,0.13,0,0,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Luke Shaw,eng ENG,DF,Manchester Utd,26,1995,17.8,0,6,1,16.7,0.34,0.06,0,0,23.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,29,1992,22,2,29,14,48.3,1.32,0.64,0.07,0.14,26.3,6,0,0,0.9,0.9,0.03,1.1,1.1
Shola Shoretire,eng ENG,FW,Manchester Utd,17,2004,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Francisco Sierralta,cl CHI,DF,Watford,24,1997,4.7,0,1,1,100,0.21,0.21,0,0,9,0,0,0,0,0,0.05,0,0
Bernardo Silva,pt POR,MFFW,Manchester City,26,1994,31.7,8,47,19,40.4,1.48,0.6,0.17,0.42,12.4,0,0,0,6.6,6.6,0.14,1.4,1.4
Fábio Silva,pt POR,FW,Wolves,19,2002,6.4,0,19,5,26.3,2.99,0.79,0,0,13.2,0,0,0,2.3,2.3,0.12,-2.3,-2.3
Thiago Silva,br BRA,DF,Chelsea,36,1984,29.4,3,18,5,27.8,0.61,0.17,0.17,0.6,10.7,0,0,0,0.9,0.9,0.05,2.1,2.1
Ellis Simms,eng ENG,FW,Everton,20,2001,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Moussa Sissoko,fr FRA,MF,Watford,31,1989,35.8,2,25,8,32,0.7,0.22,0.08,0.25,16.4,0,0,0,3.4,3.4,0.14,-1.4,-1.4
Oliver Skipp,eng ENG,MF,Tottenham,20,2000,15,0,4,1,25,0.27,0.07,0,0,24.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
William Smallbone,ie IRL,MFFW,Southampton,21,2000,1.5,0,1,0,0,0.68,0,0,,17.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Emile Smith Rowe,eng ENG,MFFW,Arsenal,21,2000,21.3,10,40,23,57.5,1.87,1.08,0.25,0.43,15.5,0,0,0,5.8,5.8,0.14,4.2,4.2
Cédric Soares,pt POR,DF,Arsenal,29,1991,16.5,1,12,1,8.3,0.73,0.06,0.08,1,21.7,2,0,0,0.5,0.5,0.04,0.5,0.5
Jakob Sørensen,dk DEN,MFDF,Norwich City,23,1998,6.7,0,5,1,20,0.75,0.15,0,0,14.4,0,0,0,0.4,0.4,0.08,-0.4,-0.4
Tomáš Souček,cz CZE,MF,West Ham,26,1995,34,5,45,11,24.4,1.32,0.32,0.11,0.45,11.9,0,0,0,4.8,4.4,0.1,0.2,0.6
Boubakary Soumaré,fr FRA,MF,Leicester City,22,1999,12.2,0,6,2,33.3,0.49,0.16,0,0,17.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Çağlar Söyüncü,tr TUR,DF,Leicester City,25,1996,27.7,1,8,1,12.5,0.29,0.04,0.13,1,12,0,0,0,1.4,1.4,0.17,-0.4,-0.4
Tony Springett,eng ENG,FWMF,Norwich City,18,2002,1.6,0,1,1,100,0.64,0.64,0,0,13,0,0,0,0.3,0.3,0.27,-0.3,-0.3
Jason Steele,eng ENG,GK,Brighton,30,1990,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Jed Steer,eng ENG,GK,Aston Villa,28,1992,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Zack Steffen,us USA,GK,Manchester City,26,1995,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Dale Stephens,eng ENG,MF,Burnley,32,1989,1.4,0,1,0,0,0.73,0,0,,21,0,0,0,0,0,0.03,0,0
Jack Stephens,eng ENG,DF,Southampton,27,1994,9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Raheem Sterling,eng ENG,FW,Manchester City,26,1994,23.6,13,54,25,46.3,2.28,1.06,0.2,0.44,13.8,0,2,3,14.3,11.8,0.22,-1.3,-0.8
Finley Stevens,wls WAL,DF,Brentford,18,2003,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
John Stones,eng ENG,DF,Manchester City,27,1994,12.4,1,9,5,55.6,0.72,0.4,0.11,0.2,12.8,0,0,0,1,1,0.12,0,0
Pascal Struijk,nl NED,DF,Leeds United,21,1999,22.8,1,11,3,27.3,0.48,0.13,0.09,0.33,7.8,0,0,0,1.3,1.3,0.12,-0.3,-0.3
Crysencio Summerville,nl NED,MFFW,Leeds United,19,2001,1.4,0,2,0,0,1.38,0,0,,11.9,0,0,0,0.3,0.3,0.13,-0.3,-0.3
Japhet Tanganga,eng ENG,DF,Tottenham,22,1999,8.2,0,7,2,28.6,0.86,0.24,0,0,13.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Matt Targett,eng ENG,DF,Aston Villa,25,1995,15.9,1,7,2,28.6,0.44,0.13,0.14,0.5,13.4,0,0,0,0.5,0.5,0.07,0.5,0.5
Matt Targett,eng ENG,DF,Newcastle Utd,25,1995,16,0,6,3,50,0.37,0.19,0,0,16.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
James Tarkowski,eng ENG,DF,Burnley,28,1992,34.5,1,23,6,26.1,0.67,0.17,0.04,0.17,10.6,0,0,0,2,2,0.09,-1,-1
Nuno Tavares,pt POR,DF,Arsenal,21,2000,13.1,1,23,2,8.7,1.76,0.15,0.04,0.5,19.8,0,0,0,1.5,1.5,0.06,-0.5,-0.5
Charlie Taylor,eng ENG,DF,Burnley,27,1993,30.3,0,7,0,0,0.23,0,0,,21.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Nathan Tella,eng ENG,MFFW,Southampton,22,1999,8.9,0,12,5,41.7,1.34,0.56,0,0,20.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5
Alex Telles,br BRA,DF,Manchester Utd,28,1992,18.4,0,10,3,30,0.54,0.16,0,0,23,4,0,0,0.5,0.5,0.05,-0.5,-0.5
Luke Thomas,eng ENG,DF,Leicester City,20,2001,21.2,0,4,0,0,0.19,0,0,,18.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Dominic Thompson,eng ENG,DF,Brentford,21,2000,1.6,0,1,0,0,0.62,0,0,,18,0,0,0,0,0,0.02,0,0
Youri Tielemans,be BEL,MF,Leicester City,24,1997,29.2,6,57,15,26.3,1.95,0.51,0.07,0.27,24.4,0,2,2,4.6,3.1,0.06,1.4,0.9
Kieran Tierney,sct SCO,DF,Arsenal,24,1997,21.3,1,15,5,33.3,0.7,0.23,0.07,0.2,21.2,0,0,0,0.7,0.7,0.05,0.3,0.3
Takehiro Tomiyasu,jp JPN,DF,Arsenal,22,1998,18.7,0,11,2,18.2,0.59,0.11,0,0,16.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8
James Tomkins,eng ENG,DF,Crystal Palace,32,1989,6.1,1,4,2,50,0.66,0.33,0.25,0.5,12,0,0,0,0.6,0.6,0.14,0.4,0.4
Ivan Toney,eng ENG,FW,Brentford,25,1996,32.3,12,83,24,28.9,2.57,0.74,0.08,0.29,15.1,0,5,5,12,8.2,0.1,0,-1.2
Ferrán Torres,es ESP,FW,Manchester City,21,2000,3.4,2,13,4,30.8,3.86,1.19,0.15,0.5,14.1,0,0,0,2.5,2.5,0.19,-0.5,-0.5
Cenk Tosun,tr TUR,FW,Everton,30,1991,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Andros Townsend,eng ENG,MF,Everton,30,1991,16.2,3,20,9,45,1.24,0.56,0.1,0.22,21.2,4,1,1,2.3,1.5,0.07,0.7,0.5
Adama Traoré,es ESP,FW,Wolves,25,1996,11.9,1,23,6,26.1,1.94,0.51,0.04,0.17,18.9,0,0,0,2.4,2.4,0.11,-1.4,-1.4
Bertrand Traoré,bf BFA,MFFW,Aston Villa,25,1995,2.4,0,8,1,12.5,3.27,0.41,0,0,16.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Trézéguet,eg EGY,FW,Aston Villa,26,1994,0.1,0,1,0,0,8.18,0,0,,21,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Francisco Trincão,pt POR,FWMF,Wolves,21,1999,14.8,2,31,13,41.9,2.09,0.88,0.06,0.15,18,1,0,0,3.4,3.4,0.11,-1.4,-1.4
Kieran Trippier,eng ENG,DF,Newcastle Utd,30,1990,4.8,2,2,2,100,0.42,0.42,1,1,23.2,2,0,0,0.1,0.1,0.06,1.9,1.9
William Troost-Ekong,ng NGA,DF,Watford,27,1993,15.4,0,2,0,0,0.13,0,0,,21.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Leandro Trossard,be BEL,FWMF,Brighton,26,1994,31.2,8,72,26,36.1,2.31,0.83,0.1,0.27,18.1,5,1,1,6.7,6,0.08,1.3,1
Kostas Tsimikas,gr GRE,DF,Liverpool,25,1996,9.7,0,8,2,25,0.82,0.21,0,0,17.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Axel Tuanzebe,eng ENG,DF,Aston Villa,23,1997,5.6,0,2,1,50,0.35,0.18,0,0,7,0,0,0,0.2,0.2,0.09,-0.2,-0.2
